Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Fuchsia House,http://www.fuchsiahouse.com,+353(0)646633743,-9.507512,52.050792,Kerry,Killarney,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Fossa Holiday Hostel,https://www.fossacampingkillarney.com/hostel/,+353(0)646631497,-9.587802,52.070847,Kerry,Fossa,Republic of Ireland,Hostel
Cedar Lodge Hotel and Restaurant,http://www.cedarlodgehotel.ie/,+353(0)51428386,-6.773846,52.364251,Wexford,Newbawn,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Kilkenny Inn,http://kilkennyinn.com,+353(0)567772828,-7.255875565,52.65692572,Kilkenny,Kilkenny City,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Aras Mhuire,http://homepage.eircom.net/~doniec,+353(0)6821515,-9.494993,52.448624,Kerry,Listowel,Republic of Ireland,"B&B,Covid Safety Charter"
Beirnes of Battlebridge,http://www.facebook.com/pages/Battlebridge-Caravan-and-Camping-Park/187350671295775,+353(0)719650824,-8.080726,53.995858,Leitrim,,Republic of Ireland,"Camping,Stay and Spend,Glamping"
Templecarrig House,http://www.templecarrighouse.net,+353(0)949546818,-9.213498,53.569588,Mayo,Neale,Republic of Ireland,B&B
Woodbine Cottage,http://www.woodbinecottagewestport.com,+353(0)9829143,-9.522541148,53.80425582,Mayo,Westport,Republic of Ireland,"B&B,Covid Safety Charter"
The Cliffs of Moher Retreat,http://www.cliffsofmoherretreat.com/all-retreats/,+353(0)657086805,-9.433183655,52.94455869,Clare,Liscannor,Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend,Activity Holiday Accommodation"
Dingle Bay Hotel,http://www.dinglebayhotel.com,+353(0)669151231,-10.273908,52.139533,Kerry,Dingle,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Elite B&B,http://www.elitebnb.ie,+353(0)91588760,-9.065188828,53.26703403,Galway,Galway City,Ireland,B&B
Westport Coast Hotel,http://www.westportcoasthotel.ie,+353(0)9829000,-9.549882,53.799578,Mayo,Westport,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Celtic Nest,https://celtic-nest.business.site,+353(0)894462154,-8.334036573,53.39840279,Galway,Ahascragh,Ireland,"Self Catering Accommodation,Welcome Standard"
Woodfield House Hotel,http://www.woodfield.ie/,+353(0)61453022,-8.650571475,52.66780673,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter"
Carra Caravan and Camping Park,http://www.carracaravanpark.com/,+353(0)949032054,-9.215432,53.798768,Mayo,Belcarra,Republic of Ireland,Camping
Rowanville Lodge,https://www.facebook.com/wellcomesu,+353(0)719163958,-8.509678,54.402739,Sligo,Grange,Republic of Ireland,"B&B,Covid Safety Charter"
The Barn,http://www.barncottageholidayhomes.com,+353(0)749137314,-7.844064,54.938773,Donegal,Letterkenny,Republic of Ireland,Self Catering Accommodation
Curran,http://www.curransbandb.com/,+353(0)498541390,-7.163568,53.766702,Meath,Oldcastle,Republic of Ireland,Self Catering Accommodation
Waterfront Hotel,http://www.waterfronthoteldungloe.ie,+353(0)749522444,-8.367024063,54.95197336,Donegal,Dungloe,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Glenview Hotel,https://www.facebook.com/glenviewhotel,35312873399,-6.127077771,53.14226099,Wicklow,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Kinsale Holiday Village,http://www.kinsaleholidayvillage.com,+353(0)214772488,-8.516539,51.709711,Cork,Kinsale,Republic of Ireland,Self Catering Accommodation
Caseys Caravan Park,http://www.caseyscaravanpark.com,+353(0)749155376,-7.837826,55.195124,Donegal,Downings,Republic of Ireland,"Camping,Covid Safety Charter"
Sandymount Hotel,http://www.sandymounthotel.ie,+353(0)16142000,-6.224431,53.333405,Dublin,Dublin City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Aaron Vale,https://www.aaronvale.net/,+353(0)419839210,-6.3650574,53.7213758,Louth,Drogheda,Ireland,B&B
Kilbrackan Arms Hotel,http://www.kilbrackanarms.com,+353(0)494339737,-7.644395728,53.97693042,Leitrim,Carrigallen,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Clareville House,http://www.clarevillehouse.ie,+353(0)61922925,-8.540754,52.900114,Clare,Tuamgraney,Republic of Ireland,"B&B,Covid Safety Charter"
The Ashbourne Court Hotel,http://www.ashbournecourthotel.ie,+353(0)18359300,-6.396965,53.510075,Meath,Ashbourne,Republic of Ireland,"Hotel,Covid Safety Charter"
Trinity College Dublin Campus Accommodation,https://tcd.ie/summeraccommodation/city-centre/trinity-campus/,+353(0)18961177,-6.259064985,53.34446417,Dublin,,Republic of Ireland,Self Catering Accommodation
Weston House B&B,https://www.facebook.com/WestonHouseIreland?fref=ts,+353(0)2645097,-9.171422976,51.94599792,Cork,Ballyvourney,Republic of Ireland,B&B
St. Annes,http://www.stannesaccommodation.com,+353(0)9351337,-8.872509,53.597353,Galway,Milltown,Republic of Ireland,B&B
Laurels Guesthouse,http://www.thelaurelskilkenny.com,+353(0)567761501,-7.260896,52.644713,Kilkenny,Kilkenny City,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Silken Thomas Accommodation,https://www.silkenthomas.com,+353(0)45522232,-6.908426245,53.15686081,Kildare,,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Ferriter's Cove,https://twitter.com/ferriters_cove,+353(0)669156295,-10.44443939,52.17793898,Kerry,Ballyferriter,Republic of Ireland,"B&B,Covid Safety Charter"
Foxford Farm House,http://www.foxfordfarmhouse.net/,+353(0)6254552,-8.093882,52.438076,Tipperary,Foxford,Republic of Ireland,B&B
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,+353(0)6333700,-8.683255,52.364364,Cork,Charleville,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Merrion,http://www.merrionhotel.com,+353(0)16030600,-6.252847,53.338538,Dublin,Dublin City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Cradog,,+353(0)568835224,-7.496444,52.70616,Kilkenny,Freshford,Republic of Ireland,"B&B,Covid Safety Charter"
Sea Crest Farmhouse,http://www.seacrest-clare.com,+353(0)657087544,-9.435978,52.810292,Clare,Quilty,Republic of Ireland,"B&B,Covid Safety Charter"
Glocca Morra,https://www.gloccamorra.com,+353(0)61923172,-8.458759,52.879544,Clare,Scarriff,Republic of Ireland,"B&B,Covid Safety Charter"
Treacys Hotel,http://www.treacyshotel.com,+353(0)539237798,-6.5652,52.503059,Wexford,Enniscorthy,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Riverdale Farmhouse,http://www.riverdaledoolin.com,+353(0)657074257,-9.347061,53.023344,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter"
Parkway Hotel,https://www.facebook.com/pages/The-Parkway-Hotel/114636488609603?ref=aymt_homepage_panel,+353(0)238845236,-9.112698199,51.71808705,Cork,Dunmanway,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Armada Lodge B&B,http://armadalodgebandb.com/,+353(0)61326993,-8.668605047,52.67241675,Limerick,Limerick City,Republic of Ireland,"B&B,B&B Ireland"
Portobello B&B,http://www.portobellobandb.com/,+353(0)14543259,-6.273254,53.331974,Dublin,Dublin,Republic of Ireland,B&B
Valley Lodge Farm Hostel,http://www.valleylodgeaccommodation.com/hostel.htm,+353(0)949365180,-9.058048,53.784251,Mayo,Claremorris,Republic of Ireland,"Hostel,Covid Safety Charter"
Lady Gregory Hotel Conference and Leisure Club,http://www.ladygregoryhotel.ie,+353(0)91632333,-8.814912,53.061221,Galway,Gort,Republic of Ireland,"Hotel,Covid Safety Charter"
Galey Bay Caravan and Camping Park,http://www.galeybaycamping.ie,+353(0)906661058,-8.066907,53.577145,Roscommon,Knockcroghery,Republic of Ireland,"Camping,Covid Safety Charter"
The Old Rectory Apartments - Loft,https://www.theoldrectoryireland.com/the-loft-self-catering/,+353(0)719644089,-7.836422,54.015879,Leitrim,Fenagh,Ireland,Self Catering Accommodation
Twin Peaks B&B,http://www.twinpeaksdoolin.com,+353(0)657075777,-9.387061791,53.01409066,Clare,Doolin,Ireland,"B&B,Covid Safety Charter"
Teach Cruachán,http://www.teachcruachan.com,3539843301,-10.1333209,53.97394,Mayo,,Ireland,"B&B,Covid Safety Charter"
Maldron Hotel Dublin Airport,https://www.maldronhoteldublinairport.com/,+353(0)18080500,-6.233530622,53.42774299,Dublin,Dublin Airport,Republic of Ireland,"Hotel,Covid Safety Charter"
Wards Hotel,,+353(0)91581508,-9.067949449,53.26703337,Galway,Lower Salthill,Republic of Ireland,"Hotel,Covid Safety Charter"
Glasson Country House Hotel & Golf Club,https://glassonlakehouse.ie/,+353(0)906485120,-7.900718,53.475674,Westmeath,Glasson,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Killeshin Hotel,http://www.thekilleshin.com,+353(0)578631200,-7.27226,53.040231,Laois,Killeshin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Coach House Hotel,https://coachhousesligo.com,353719000000,-8.513276,54.088958,Sligo,Ballymote,Ireland,Hotel
Flemings White Bridge Caravan and Camping,http://www.killarneycamping.com,+353(0)646631590,-9.475904065,52.05711322,Kerry,Killarney,Republic of Ireland,"Camping,Covid Safety Charter"
Duncarberry Heights ,https://www.portbegholidayhomes.com/duncarberry-heights-tullaghan/,353720000000,-8.3277167,54.4653452,Leitrim,,Ireland,"Self Catering Accommodation,Welcome Standard"
Brighton House,http://www.brightonhouse.ie,+353(0)526123665,-7.702854,52.356318,Tipperary,Clonmel,Republic of Ireland,Guesthouse
Bru Chlann Lir,https://www.facebook.com/Bru-Chlann-Lir-1578172519113574/,+353(0)9785741,-10.099878,54.13762,Mayo,Clogher,Republic of Ireland,"B&B,Covid Safety Charter"
River Valley Caravan Park,http://www.rivervalleypark.ie,+353(0)40441647,-6.144819,52.88893,Wicklow,Redcross,Republic of Ireland,"Camping,Covid Safety Charter"
Farmstead Lodge,http://homepage.eircom.net/~farmsteadlodge/,+353(0)669761968,-9.75344,52.0661,Kerry,Kilgobnet,Republic of Ireland,B&B
Suan na Mara,http://www.suannamaraholidaycottage.com,+353(0)872335041,-9.179640412,54.19903176,Mayo,Moyne,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Mullingar Park Hotel,https://twitter.com/mullingarpark,+353(0)449337500,-7.303459,53.522887,Westmeath,Mullingar,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ard Na Gaoithe,http://www.capeclearbandb.ie,+353(0)2839160,-9.494535284,51.4358631,Cork,Cape Clear Island,Republic of Ireland,"B&B,Covid Safety Charter"
Kenmare Bay Cottages,http://www.kenmarebayhotel.com/kenmare-self-catering/,+353(0)646641300,-9.602393,51.88135,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation
Bradleys Cottage Creeslough,,+353(0)879589087,-7.918713816,55.11130136,Donegal,Creeslough,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Keenan's of Tarmonbarry,http://www.keenans.ie,+353(0)433326052,-7.918084,53.74204,Roscommon,Tarmonbarry,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Rossarney House,http://www.bandbireland.com/accommodation/26251/rossarney-house,+353(0)646634630,-9.518480184,52.06693069,Kerry,Killarney,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Marygrove Court,,+353(0)949252381,-9.074041,53.261606,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
Merriman Hotel,http://www.merrimanhotel.com,+353(0)91638222,-8.939892,53.13931,Galway,Kinvara,Republic of Ireland,Hotel
Millstream House,http://www.millstreamhouse.com,+353(0)6821129,-9.515209,52.443025,Kerry,Listowel,Republic of Ireland,B&B
Forty Four Main Street,http://www.thefortyfour.ie/,+353(0)18401308,-6.221102,53.457636,Dublin,Swords,Republic of Ireland,Hotel
Park House,http://www.parkhouse.ie,+353(0)61369902,-8.810057,52.706119,Clare,Bunratty,Republic of Ireland,"B&B,Covid Safety Charter"
Maynooth Campus Conference & Accommodation,http://maynoothcampus.com,+353(0)17086400,-6.595551713,53.37987395,Kildare,Maynooth,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
Park South,http://www.park-south.com,+353(0)2225296,-8.523922,52.226934,Cork,Doneraile,Republic of Ireland,"B&B,Covid Safety Charter"
Glengarriff Caravan and Camping Park,,+353(0)2763154,-9.555153169,51.7481265,Cork,Glengarriff,Republic of Ireland,"Camping,Covid Safety Charter"
Manderley,,+353(0)646633478,-9.505486,52.055092,Kerry,Killarney,Republic of Ireland,B&B
Cois Farraige Strandhill,http://coisfarraigestrandhill.com,+353(0)877510999,-8.609589483,54.27012118,Sligo,Strandhill,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Sea Villa,http://www.seavilla.net,+353(0)2774369,-9.886169,51.75573,Cork,Ardgroom,Republic of Ireland,B&B
Rush Lake House,http://www.rushlakehouse.com,+353(0)9535915,-9.924923,53.391558,Galway,Roundstone,Republic of Ireland,B&B
Meadow Camping Park,,+353(0)2833280,-9.10905,51.564219,Cork,Glandore,Republic of Ireland,Camping
Racket Hall Country House Hotel,http://www.rackethallhotel.com,+353(0)50521748,-7.760378,52.958778,Tipperary,Roscrea,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ring of Kerry Cottages,http://www.tridentholidayhomes.ie/rentals/house-kenmare-ring-of-kerry-holiday-cottages-193189.html,+353(0)12018479,-9.751408,52.121312,Kerry,Templenoe,Republic of Ireland,Self Catering Accommodation
Green Acres Caravan Park,http://www.greenacrespark.com,+353(0)667139158,-9.97127,52.237934,Kerry,Castlegregory,Republic of Ireland,"Camping,Covid Safety Charter,Stay and Spend"
Glebe Country House,http://www.glebecountryhouse.ie,+353(0)214778294,-8.628967,51.712047,Cork,Ballinadee,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
Ocean Heights,http://www.oceanheightsbnb.com,+353(0)719124907,-8.636700655,54.36802775,Sligo,Ballinfull,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Ivy House,http://www.selfcateringvalentiaisland.com,353876000000,-10.288855,51.920992,Kerry,Knightstown,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ballinacourty House,http://www.camping.ie,+353(0)6256000,-8.209861,52.41631,Tipperary,Glen Of Aherlow,Republic of Ireland,Camping
The Old Irish Farmhouse,http://carrowcullen.com,+353(0)874212696,-8.725071596,54.22263828,Sligo,Skreen,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Coolanowle Country House,http://www.coolanowle.com,+353(0)598625176,-7.030013,52.907833,Carlow,,Republic of Ireland,"B&B,Covid Safety Charter"
Elthorne House,,+353(0)863626479,-8.441705704,54.78518393,Donegal,Ardara,Republic of Ireland,Self Catering Accommodation
Inchiquin View,https://www.facebook.com/inchiquinview.farmhouse,+353(0)656837731,-9.09143,52.972322,Clare,Kilnaboy,Republic of Ireland,B&B
Curraghchase Caravan & Campsite,http://www.curraghchasecaravanpark.ie,+353(0)61396349,-8.880201,52.618176,Limerick,Kilcornan,Ireland,"Camping,Welcome Standard"
Crover House Hotel,https://www.facebook.com/croverhousehotel/,+353(0)498540206,-7.296854741,53.82602858,Cavan,Mountnugent,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Killiane Castle Courtyard Apartments,https://www.facebook.com/KillianeCastlecountryhousefarm/,+353(0)539158885,-6.448603419,52.29195629,Wexford,Drinagh,Republic of Ireland,Self Catering Accommodation
Seaview Self Catering,http://www.holidayapartments.ie,+353(0)862603861,-6.210008,53.331123,Dublin,Sandymount,Republic of Ireland,Self Catering Accommodation
Salterbridge Gatelodge - The Irish Landmark Trust,http://www.irishlandmark.com/property/salterbridge-gatelodge/,+353(0)16704733,-7.862920247,52.15120772,Waterford,Cappoquin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Courtbrack Accommodation,,+353(0)61302500,-8.646733,52.655444,Limerick,Limerick City,Republic of Ireland,Hostel
Washington House B&B,http://bandbireland.com/accommodation/28149/washington-house,+353(0)749385574,-7.095199,55.18078802,Donegal,Redcastle,Republic of Ireland,"B&B,B&B Ireland"
Doonbeg Holiday Cottages,http://www.doonbegcottages.com,+353(0)659055233,-9.573852,52.74591,Clare,Doonbeg,Republic of Ireland,"Self Catering Accommodation,Stay and Spend"
Lydons Lodge Hotel,https://lydonslodge.ie/,+353(0)949546053,-9.287611397,53.54184867,Mayo,Cong,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Nymphsfield House,http://www.nymphsfieldhouse.com,+353(0)949546320,-9.272576,53.544615,Mayo,Cong,Republic of Ireland,"B&B,Covid Safety Charter"
Inveraray Farm,http://www.inverarayfarm.com,+353(0)646644224,-9.634817705,52.06462608,Kerry,Beaufort,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Dooley's Hotel Waterford,http://www.dooleys-hotel.ie,+353(0)51873531,-7.115599237,52.26286088,Waterford,Waterford City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Achill Island Seaweed Baths & Mulhollow B&B,http://marikilbane.wixsite.com/achillislandseaweed,353877000000,-10.04513313,53.9776597,Mayo,,Ireland,"B&B,Welcome Standard,Activity Holiday Accommodation"
Stracomer View ,https://www.portbegholidayhomes.com/stracomer-view-semi-detatched/,353720000000,-8.263502,54.4857,Donegal,,Ireland,Self Catering Accommodation
Loughdan House,http://www.loughdanhouse.com,+353(0)12817027,-6.289260119,53.06687021,Wicklow,Roundwood,Republic of Ireland,B&B
Devanes,http://www.devanesdingle.com,+353(0)669151193,-10.27266317,52.14356525,Kerry,Dingle,Republic of Ireland,B&B
Kilbawn Country House,http://www.kilbawnhouse.com,+353(0)567733547,-7.097022137,52.59142168,Kilkenny,Gowran,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
The Harbour Masters House,http://www.bandbireland.com/accommodation/28182/the-harbour-masters-house,+353(0)579104564,-7.959420368,53.21945413,Offaly,Shannon Harbour,Republic of Ireland,"B&B,B&B Ireland"
Maldron Hotel Smithfield,https://www.maldronhotelsmithfield.com/,+353(0)14850900,-6.278595,53.349367,Dublin,Dublin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Herbert Park Hotel,http://www.herbertparkhotel.ie,+353(0)16672200,-6.232034643,53.32837767,Dublin,Ballsbridge,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Jacob's Well Hotel,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,"Hotel,Covid Safety Charter"
Granuaile House,http://granuailehouse.islandswest.ie/,+353(0)9826250,-9.952312,53.799888,Mayo,Clare Island,Republic of Ireland,"B&B,Covid Safety Charter"
Sleepzone,https://www.facebook.com/sleepzone,+353(0)91566999,-9.05057,53.276675,Galway,Galway City,Republic of Ireland,"Hostel,Covid Safety Charter"
Hillview,http://www.hillview-oranmore.com/?reloaded=yes#home,+353(0)91794341,-8.909719,53.254836,Galway,Moneymore,Republic of Ireland,"B&B,Covid Safety Charter"
Treetops,https://www.treetopsbnb.com/,+353(0)5843331,-7.660622218,52.12497296,Waterford,Kilgobnet,Ireland,"B&B,Covid Safety Charter"
Rocklands House,http://www.kinsaletown.com,+353(0)214772609,-8.528187,51.696388,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
The Sleepy Camel,http://www.thesleepycamel.com,+353(0)669768660,-9.938531,52.056833,Kerry,Glenbeigh,Ireland,"Hostel,Covid Safety Charter"
Adare Camping & Caravan Site,http://www.adarecamping.com,+353(0)61395376,-8.793513,52.538133,Limerick,Adare,Republic of Ireland,Camping
The Ripley Court Hotel,http://www.ripleycourt.com,+353(0)18365892,-6.251813,53.351306,Dublin,Dublin City,Republic of Ireland,Hotel
Ardboula House,http://ardboula.com/,353862000000,-8.774839057,52.89454154,Clare,Tulla,Ireland,"Self Catering Accommodation,Welcome Standard"
Melview Lodge,http://www.melviewlodge.com,+353(0)433345061,-7.791233,53.756633,Longford,,Republic of Ireland,B&B
Brooklodge,http://www.brooklodgebandb.com,+353(0)9826654,-9.521235,53.805861,Mayo,Westport,Republic of Ireland,"B&B,Covid Safety Charter"
Heritage Cottage,http://carlingfordselfcatering.ie,+353(0)874173277,-6.18127499,54.04003117,Louth,Carlingford,Ireland,"Self Catering Accommodation,Welcome Standard"
O’Flaherty’s B&B,https://www.oflahertys-bnb.com/,+353(0)669151641,-10.25431673,52.14517335,Kerry,Dingle,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Garryvoe Beach Homes,http://www.garryvoebeachhomes.ie,353872000000,-8.000015,51.862202,Cork,Garryvoe,Ireland,"Self Catering Accommodation,Welcome Standard"
Dunmore House Hotel,http://www.dunmorehousehotel.ie,+353(0)238833352,-8.867678904,51.5902265,Cork,Muckross,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Eagle Point Camping,http://www.eaglepointcamping.com,+353(0)2750630,-9.453848,51.719186,Cork,Ballylickey,Republic of Ireland,"Camping,Covid Safety Charter"
Chleire Haven,http://www.yurt-holidays-ireland.com,+353(0)2839982,-9.503313434,51.43502275,Cork,Cape Clear Island,Ireland,"Camping,Covid Safety Charter,Welcome Standard"
Haywoods,http://www.littleireland.ie/haywoods,+353(0)749721236,-8.098833,54.653352,Donegal,,Republic of Ireland,B&B
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.280333926,52.51736205,Wexford,Kilmuckridge,Ireland,"Hotel,Covid Safety Charter"
Old Deanery Holiday Cottages,http://www.olddeanerycottages.com,+353(0)9632221,-9.220393,54.212835,Mayo,Killala,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Mill Park,http://www.millparkhotel.com/,+353(0)749722880,-8.118215,54.65912,Donegal,Donegal Town,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Anglers Return,http://www.anglersreturn.com,+353(0)9531091,-9.868505,53.438149,Galway,Toombeola,Republic of Ireland,B&B
The Croke Park Hotel,http://www.doylecollection.com/crokepark,+353(0)18714444,-6.253864,53.360799,Dublin,Dublin City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Santa Cruz,http://www.santacruzbbdunlaoghaire.com,+353(0)12841334,-6.145764,53.28484,Dublin,,Republic of Ireland,B&B
The Oystercatcher Lodge,http://www.oystercatcherlodge.com/,+353(0)429373922,-6.18700909,54.04012377,Louth,Carlingford,Republic of Ireland,"B&B,Welcome Standard"
Ballyhoura Mountain Lodges,http://www.facebook.ie/ballyhouramountainlodges,+353(0)6391666,-8.471497,52.318984,Limerick,Ballyorgan,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
DCU Rooms Glasnevin,http://dcurooms.com/dcu-glasnevin/overview,+353(0)17008037,-6.258404736,53.38447895,Dublin,Glasnevin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Wooden House,,+353(0)863286277,-6.588616781,52.17384342,Wexford,Kilmore Quay,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Ocean Island Caravan and Camping Park,http://www.oceanislandmobilehomes.com/,+353(0)51397148,-6.844535,52.19997,Wexford,New Ross,Republic of Ireland,Camping
The Killary Lodge,http://killaryadventure.com/killary-lodge/en/killary-lodge-luxury-holiday-home,3539543411,-9.7819887,53.5948952,Galway,,Ireland,"Self Catering Accommodation,Welcome Standard"
Killarney Glamping at the Grove,https://www.killarneyglamping.com/,353880000000,-9.484644,52.054162,Kerry,Ballycasheen,Ireland,"Camping,Welcome Standard,Stay and Spend,Glamping"
Clooneen Guesthouse,http://www.clooneenhousewestport.com,+353(0)9825361,-9.518095,53.801381,Mayo,Westport,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Burton Street House,,+353(0)9622050,-9.165424,54.134574,Mayo,Ballina,Republic of Ireland,B&B
Glen Ross Caravan and Camping Park,http://www.campingkerry.com,+353(0)871376865,-9.937182,52.059178,Kerry,Glenbeigh,Republic of Ireland,"Camping,Covid Safety Charter"
Kyrina,,+353(0)40236164,-6.298688,52.855018,Wicklow,Aughrim,Republic of Ireland,B&B
Atlantic 'N' Riverside,http://www.easkeybandb.com,+353(0)9649837,-8.960796,54.286351,Sligo,Easkey,Ireland,"B&B,Covid Safety Charter"
Buckleys Self Catering,,+353(0)2970558,-9.06074885,52.0598703,Cork,Millstreet,Republic of Ireland,Self Catering Accommodation
Brownes Townhouse,http://selfcateringdungarvan.com,+353(0)878276708,-7.647536148,51.98547903,Waterford,Dungarvan,Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
Greenmount House,http://www.greenmounthouse.ie,+353(0)669151414,-10.262922,52.138307,Kerry,Dingle,Republic of Ireland,"Guesthouse,Stay and Spend"
Marie's Paradise B&B for kids,https://www.familyfun.ie/maries-paradise-tipperary/,+353(0)879435262,-8.398668132,52.8813281,Tipperary,,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
An Dooneen,http://www.hurleysbandb.com/,+353(0)669155112,-10.34374307,52.20073909,Kerry,Ballydavid,Republic of Ireland,"B&B,Covid Safety Charter"
Avlon House B&B,https://carlowbedandbreakfast.com/,+353(0)599174222,-6.917132,52.842067,Carlow,,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
An Crúiscín Lán,http://www.cruiscin.ie,+353(0)91553148,-9.306534,53.243982,Galway,Spiddal,Republic of Ireland,Hotel
San Juan,http://www.sanjuan-guesthouse.com,+353(0)18460424,-6.20318,53.424467,Dublin,Kinsealy,Republic of Ireland,"B&B,Covid Safety Charter"
McKevitts Village Hotel,http://www.mckevitts.ie/,+353(0)429373116,-6.186986245,54.0403456,Louth,Carlingford,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Abbey Hotel,http://www.abbeyhotelballyvourney.com,+353(0)2645324,-9.157983,51.939449,Cork,Ballyvourney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
South Court Hotel and Suites,http://www.southcourthotel.com,+353(0)61487487,-8.663726,52.62786,Limerick,Raheen,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Clody Lodge,http://clodylodge.ie,+353(0)539377137,-6.653910264,52.65557342,Wexford,Bunclody,Ireland,"B&B,Welcome Standard"
Donemark Rise,http://www.donemarkrise.webs.com,+353(0)2751099,-9.428014,51.700671,Cork,Bantry,Republic of Ireland,"B&B,Covid Safety Charter"
The Courtyard - Sheen Falls Country Club,https://www.facebook.com/sheenfalls.countryclub,+353(0)646671512,-9.563494,51.8743,Kerry,Kenmare,Republic of Ireland,"Self Catering Accommodation,Stay and Spend"
Ferndale,https://ferndale-achill.com/,+353(0)9843908,-10.0896741,53.9817857,Mayo,,Ireland,"B&B,Covid Safety Charter,Stay and Spend"
Orchard View Holiday Home,,+353(0)495552604,-7.039066079,54.05297359,Cavan,Cootehill,Republic of Ireland,Self Catering Accommodation
Cassidy's Hotel,https://www.facebook.com/pages/Cassidys-Hotel-Dublin/126580247382498,+353(0)18780555,-6.261571,53.353174,Dublin,Dublin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Viking House Hotel,http://www.vikinghousehotel.com,+353(0)749543295,-8.385586374,55.0226657,Donegal,Kincasslagh,Republic of Ireland,Hotel
Sea View House Doolin,http://www.seaview-doolin.ie,+353(0)872679617,-9.384853853,53.01222258,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
